employeenumber,age,attrition,businesstravel,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numero_empresas_anteriores,horas_extra,incremento_salario,nivel_trabajo,satisfaccion_relaciones_interpersonales,clasificacion_jornada,años_experiencia,cursos,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary,remotework,salary_month
928,27,No,Unknown,8,3,Life Sciences,4,M,4,2, Sales Executive ,2,Unknown,0,No,22,4,3,Part Time,4.0,4,Alto,3,1,2,48510.0,No,4042.5
929,50,No,Unknown,7,1,Life Sciences,1,M,4,2, Sales Executive ,2,Married,3,Unknown,12,3,4,Full Time,11.32,3,Alto,2,2,2,81200.0,Yes,6766.67
930,26,Yes,travel_rarely,3,2,Life Sciences,1,F,3,2, Sales Executive ,3,Single,9,No,14,3,1,Part Time,11.32,3,Alto,2,2,0,45770.0,Yes,3814.17
931,62,No,travel_rarely,16,4,Life Sciences,1,M,3,2, Sales Executive ,1,Single,8,No,14,3,4,Full Time,10.0,1,Alto,2,2,2,54050.0,No,4504.17
932,52,No,Unknown,8,4,Marketing,4,M,3,1, Sales Representative ,2,Married,7,No,15,3,4,Part Time,4.0,2,Alto,2,2,2,28111.13,Yes,2342.59
933,46,No,non-travel,24,3,Life Sciences,1,M,1,1, Laboratory Technician ,3,Single,2,Unknown,14,3,3,Full Time,9.0,5,Alto,5,1,4,37080.0,No,3090.0
934,49,No,travel_frequently,3,3,Life Sciences,4,F,3,4, Sales Executive ,3,Divorced,9,Yes,12,3,4,Full Time,28.0,2,Medio,22,11,13,137700.0,Yes,11475.0
935,44,Yes,Unknown,19,3,Life Sciences,3,M,4,1, Research Scientist ,3,Divorced,6,Unknown,12,3,4,Part Time,11.32,2,Alto,2,2,2,28111.13,Yes,2342.59
936,45,No,travel_frequently,15,3,Life Sciences,4,M,2,2, Sales Executive ,4,Married,3,Unknown,18,3,3,Part Time,7.0,5,Alto,2,2,2,53914.11,Yes,4492.84
937,42,No,Unknown,2,1,Life Sciences,4,F,2,1, Research Scientist ,4,Single,0,Unknown,20,4,4,Part Time,5.0,2,Medio,4,2,3,28111.13,No,2342.59
938,31,No,Unknown,10,3,Life Sciences,4,M,3,1, Sales Representative ,2,Unknown,1,No,14,3,4,Unknown,11.32,2,Alto,2,2,2,65245.88,No,5437.16
939,55,No,Unknown,6,3,Life Sciences,4,M,3,2, Laboratory Technician ,4,Single,2,Unknown,17,3,4,Part Time,19.0,4,Alto,2,2,2,24500.0,No,2041.67
940,25,No,travel_rarely,7,1,Medical,1,M,4,1, Research Scientist ,3,Single,1,Unknown,18,3,4,Part Time,11.32,3,Alto,2,0,2,28111.13,No,2342.59
941,57,Yes,Unknown,2,3,Medical,4,M,3,5, Manager ,1,Unknown,5,Yes,13,3,4,Unknown,24.0,2,Alto,5,1,4,65245.88,No,5437.16
942,28,No,travel_frequently,1,2,Life Sciences,1,F,1,1, Laboratory Technician ,4,Unknown,3,No,14,3,1,Part Time,11.32,2,Alto,2,2,0,28111.13,Yes,2342.59
943,36,No,travel_rarely,1,4,Life Sciences,2,F,4,1, Research Scientist ,4,Single,2,No,16,3,3,Unknown,11.32,2,Alto,4,1,3,65245.88,No,5437.16
944,29,No,Unknown,8,1,Marketing,3,M,3,2, Sales Executive ,4,Married,0,Unknown,19,3,2,Part Time,5.0,3,Alto,4,1,1,43420.0,Yes,3618.33
945,37,No,travel_rarely,8,4,Life Sciences,1,F,3,1, Sales Representative ,4,Unknown,1,No,16,3,2,Unknown,3.0,1,Medio,3,0,2,65245.88,Yes,5437.16
946,32,No,travel_rarely,7,3,Life Sciences,4,M,1,1, Laboratory Technician ,3,Married,3,No,21,3,3,Part Time,7.0,2,Alto,2,0,2,28111.13,Yes,2342.59
947,36,No,Unknown,8,2,Life Sciences,3,F,3,2, Sales Executive ,1,Unknown,5,No,17,3,2,Unknown,11.32,1,Alto,3,1,2,65245.88,Yes,5437.16
948,54,No,travel_rarely,7,4,Life Sciences,2,F,3,2, Laboratory Technician ,3,Unknown,8,Unknown,20,4,2,Part Time,9.0,3,Alto,5,1,4,31490.0,Yes,2624.17
949,35,Yes,travel_rarely,16,3,Marketing,1,F,3,2, Sales Executive ,1,Single,5,Unknown,15,3,3,Part Time,11.32,3,Alto,3,0,2,53240.0,No,4436.67
950,37,No,travel_rarely,7,4,Life Sciences,2,F,4,1, Research Scientist ,3,Single,3,No,13,3,3,Part Time,7.0,0,Alto,2,2,2,28111.13,No,2342.59
951,30,Yes,Unknown,2,4,Life Sciences,3,M,3,1, Research Scientist ,3,Single,6,No,17,3,4,Full Time,5.0,3,Medio,2,2,1,43820.0,Yes,3651.67
952,38,No,travel_rarely,13,3,Human Resources,3,M,3,1, Human Resources ,2,Married,4,Unknown,13,3,2,Part Time,11.32,2,Alto,5,0,4,28111.13,Yes,2342.59
953,36,No,travel_frequently,16,4,Life Sciences,3,F,2,1, Research Scientist ,4,Single,1,No,16,3,3,Part Time,6.0,3,Alto,5,1,3,25530.0,Yes,2127.5
954,36,No,Unknown,3,2,Life Sciences,3,M,3,1, Human Resources ,4,Unknown,0,Unknown,19,3,3,Unknown,4.0,1,Mal,3,0,2,65245.88,No,5437.16
955,46,No,travel_rarely,4,3,Life Sciences,4,M,3,2, Healthcare Representative ,2,Single,9,Unknown,12,3,4,Full Time,10.0,2,Medio,5,2,3,59330.0,Yes,4944.17
956,34,No,Unknown,13,4,Life Sciences,2,M,3,2, Sales Executive ,4,Divorced,2,Unknown,11,3,3,Part Time,8.0,3,Medio,5,0,3,44030.0,Yes,3669.17
957,55,No,Unknown,7,2,Life Sciences,1,F,2,3, Sales Executive ,4,Married,7,Yes,18,3,4,Full Time,35.0,3,Alto,5,0,4,109340.0,No,9111.67
958,24,No,Unknown,1,2,Life Sciences,4,M,2,2, Manufacturing Director ,4,Unknown,6,Unknown,22,4,1,Part Time,4.0,2,Mal,2,2,2,53914.11,No,4492.84
959,46,No,travel_rarely,8,4,Life Sciences,1,M,4,1, Laboratory Technician ,4,Unknown,2,Yes,24,4,3,Part Time,10.0,2,Medio,3,0,2,28111.13,No,2342.59
960,37,Yes,travel_frequently,25,4,Life Sciences,4,F,3,1, Research Scientist ,2,Divorced,1,Unknown,19,3,1,Part Time,10.0,3,Medio,10,7,8,20220.0,Yes,1685.0
961,27,No,Unknown,4,1,Life Sciences,3,M,2,2, Sales Executive ,1,Unknown,1,No,12,3,1,Part Time,5.0,1,Muy alto,5,0,3,42560.0,No,3546.67
962,51,No,travel_rarely,1,3,Technical Degree,3,F,3,1, Research Scientist ,1,Unknown,2,No,16,3,2,Unknown,7.0,2,Alto,4,0,2,65245.88,No,5437.16
963,26,No,non-travel,7,1,Life Sciences,1,M,2,1, Laboratory Technician ,4,Unknown,0,Unknown,17,3,4,Part Time,11.32,2,Medio,5,3,4,28111.13,No,2342.59
964,40,No,travel_rarely,9,3,Marketing,2,M,2,1, Sales Representative ,2,Unknown,0,Unknown,19,3,4,Full Time,3.0,3,Alto,2,1,2,28990.0,Yes,2415.83
965,31,Yes,travel_rarely,1,3,Medical,2,F,2,1, Sales Representative ,3,Unknown,6,Yes,19,3,3,Part Time,5.0,3,Alto,3,0,2,28111.13,No,2342.59
966,45,No,travel_frequently,1,3,Life Sciences,4,F,3,2, Healthcare Representative ,4,Married,4,Unknown,13,3,2,Unknown,12.0,2,Medio,5,2,2,65245.88,Yes,5437.16
967,30,No,travel_rarely,5,4,Medical,1,M,3,2, Sales Executive ,4,Single,1,Unknown,14,3,2,Part Time,4.0,3,Alto,4,0,2,53914.11,No,4492.84
968,22,Yes,travel_rarely,2,3,Life Sciences,3,F,2,1, Sales Representative ,3,Single,1,Unknown,13,3,4,Part Time,2.0,3,Medio,2,0,2,28111.13,Yes,2342.59
969,49,No,Unknown,2,4,Life Sciences,4,F,2,1, Sales Representative ,4,Single,1,Yes,18,3,1,Unknown,3.0,3,Medio,3,1,2,65245.88,Yes,5437.16
970,24,Yes,travel_rarely,3,1,Life Sciences,2,F,3,2, Manufacturing Director ,3,Married,0,Yes,19,3,1,Part Time,4.0,3,Muy alto,3,0,2,53914.11,Yes,4492.84
971,30,No,Unknown,9,3,Medical,3,F,3,1, Research Scientist ,3,Divorced,5,No,18,3,2,Part Time,6.0,2,Alto,2,2,2,23770.0,Yes,1980.83
972,41,Yes,Unknown,6,3,Medical,4,M,3,1, Laboratory Technician ,1,Married,7,Unknown,21,4,4,Part Time,11.32,2,Mal,2,2,2,24040.0,Yes,2003.33
973,35,No,travel_rarely,1,4,Life Sciences,3,M,2,1, Research Scientist ,1,Single,3,Unknown,11,3,2,Part Time,11.32,1,Alto,3,0,2,27990.0,No,2332.5
974,38,No,travel_rarely,7,4,Other,2,M,3,1, Research Scientist ,4,Single,2,Unknown,18,3,3,Part Time,8.0,6,Alto,6,0,1,28111.13,Yes,2342.59
975,37,No,travel_rarely,7,3,Life Sciences,3,F,3,2, Sales Executive ,3,Unknown,1,Unknown,16,3,2,Unknown,5.0,3,Alto,5,1,0,65245.88,Yes,5437.16
976,33,Yes,Unknown,9,2,Medical,3,M,2,1, Research Scientist ,1,Single,0,Yes,22,4,1,Part Time,4.0,0,Alto,3,1,2,28111.13,No,2342.59
977,35,No,travel_rarely,13,1,Life Sciences,2,F,3,1, Research Scientist ,4,Single,3,Unknown,18,3,1,Full Time,5.0,4,Alto,3,0,2,34520.0,No,2876.67
978,29,No,Unknown,7,4,Life Sciences,2,F,3,1, Laboratory Technician ,2,Married,9,No,14,3,2,Part Time,4.0,2,Alto,2,2,2,28110.0,No,2342.5
979,32,Yes,travel_rarely,22,3,Life Sciences,1,F,3,1, Research Scientist ,3,Married,4,Unknown,11,3,2,Part Time,11.32,2,Unknown,5,0,1,28111.13,Yes,2342.59
980,26,No,Unknown,17,1,Medical,4,F,2,2, Manufacturing Director ,3,Divorced,1,No,15,3,2,Part Time,5.0,6,Alto,4,3,2,43770.0,No,3647.5
981,37,Yes,travel_rarely,14,4,Other,3,M,2,1, Laboratory Technician ,2,Divorced,1,Yes,24,4,4,Part Time,5.0,2,Mal,4,0,2,28111.13,No,2342.59
982,32,Yes,Unknown,5,3,Life Sciences,2,F,3,1, Laboratory Technician ,2,Unknown,0,Unknown,17,3,1,Part Time,4.0,3,Alto,3,1,2,28111.13,Yes,2342.59
983,50,No,travel_rarely,6,3,Life Sciences,1,M,2,2, Healthcare Representative ,3,Unknown,2,No,13,3,4,Unknown,19.0,0,Alto,2,2,2,65245.88,Yes,5437.16
984,43,No,travel_rarely,7,2,Medical,4,F,3,2, Manufacturing Director ,3,Unknown,6,Unknown,14,3,2,Unknown,8.0,6,Alto,2,2,1,65245.88,No,5437.16
985,29,No,Unknown,2,4,Life Sciences,1,F,3,2, Manufacturing Director ,4,Unknown,0,Unknown,18,3,2,Part Time,11.32,2,Unknown,3,2,2,42270.0,Yes,3522.5
986,37,No,travel_rarely,10,3,Other,2,M,3,1, Laboratory Technician ,4,Unknown,1,No,20,4,1,Full Time,3.0,4,Medio,3,1,2,39170.0,No,3264.17
987,28,Yes,non-travel,29,2,Medical,2,M,1,2, Sales Executive ,1,Single,8,No,18,3,4,Part Time,11.32,6,Alto,2,2,2,49690.0,Yes,4140.83
988,35,No,non-travel,8,1,Life Sciences,2,F,2,1, Sales Representative ,4,Unknown,0,Unknown,19,3,4,Part Time,11.32,2,Medio,2,2,2,28111.13,No,2342.59
989,28,Yes,Unknown,2,3,Life Sciences,1,M,3,1, Research Scientist ,1,Married,6,Unknown,14,3,2,Part Time,6.0,2,Alto,3,1,2,20420.0,Yes,1701.67
990,40,No,travel_frequently,3,4,Life Sciences,3,M,3,1, Research Scientist ,3,Unknown,3,No,16,3,1,Unknown,8.0,2,Alto,2,2,2,65245.88,No,5437.16
991,48,No,Unknown,7,4,Medical,4,M,3,5, Research Director ,4,Unknown,9,No,17,3,4,Full Time,23.0,0,Alto,2,2,2,191324.62,Yes,15943.72
992,22,Yes,Unknown,9,3,Marketing,4,F,3,1, Sales Representative ,4,Single,1,Yes,14,3,2,Part Time,2.0,3,Alto,2,0,2,28111.13,Yes,2342.59
993,32,No,Unknown,7,3,Other,2,M,3,2, Manufacturing Director ,1,Married,0,Unknown,15,3,3,Unknown,7.0,1,Medio,6,0,2,65245.88,No,5437.16
994,29,No,non-travel,8,5,Life Sciences,1,M,1,1, Laboratory Technician ,3,Married,1,Unknown,19,3,4,Part Time,3.0,4,Unknown,3,1,2,28111.13,No,2342.59
995,57,No,Unknown,2,1,Life Sciences,4,M,3,3, Manufacturing Director ,2,Married,3,No,18,3,2,Part Time,23.0,4,Alto,3,1,2,100071.84,Yes,8339.32
996,35,No,travel_rarely,5,3,Life Sciences,4,M,2,3, Healthcare Representative ,4,Unknown,4,No,15,3,3,Unknown,11.32,2,Alto,3,1,2,100071.84,Yes,8339.32
997,30,No,Unknown,15,2,Life Sciences,1,M,3,1, Laboratory Technician ,3,Unknown,1,No,16,3,4,Unknown,4.0,5,Medio,4,2,2,22070.0,Yes,1839.17
998,36,No,Unknown,3,1,Life Sciences,1,M,3,2, Healthcare Representative ,4,Unknown,0,No,17,3,3,Unknown,11.32,1,Medio,6,0,4,65245.88,Yes,5437.16
999,35,Yes,Unknown,25,3,Medical,1,M,2,1, Research Scientist ,2,Single,4,Yes,20,4,2,Part Time,5.0,0,Alto,2,2,2,28111.13,No,2342.59
1000,35,No,Unknown,7,3,Life Sciences,4,F,3,2, Sales Executive ,2,Married,0,No,17,3,3,Part Time,4.0,3,Alto,3,0,2,53914.11,No,4492.84
1001,23,No,Unknown,1,1,Life Sciences,4,F,2,1, Research Scientist ,2,Single,1,Yes,11,3,3,Part Time,2.0,6,Muy alto,2,2,2,20700.0,Yes,1725.0
1002,33,No,travel_frequently,20,3,Life Sciences,3,M,4,1, Sales Representative ,4,Married,0,No,12,3,1,Unknown,3.0,4,Alto,2,2,2,27910.0,Yes,2325.83
1003,37,No,Unknown,11,2,Marketing,4,M,3,2, Sales Executive ,4,Divorced,1,Unknown,11,3,4,Unknown,5.0,3,Alto,5,0,2,65245.88,Yes,5437.16
1004,36,No,Unknown,2,2,Life Sciences,4,M,3,2, Manufacturing Director ,3,Single,2,No,11,3,4,Unknown,11.32,3,Unknown,3,0,2,65245.88,Yes,5437.16
1005,35,Yes,Unknown,9,4,Life Sciences,1,F,3,2, Sales Executive ,1,Single,0,Unknown,17,3,1,Full Time,6.0,3,Alto,5,0,3,82240.0,No,6853.33
1006,33,Yes,Unknown,15,3,Medical,3,M,3,1, Laboratory Technician ,3,Unknown,1,No,12,3,3,Part Time,11.32,5,Medio,2,2,2,26100.0,Yes,2175.0
1007,39,No,travel_rarely,25,2,Life Sciences,3,F,2,2, Healthcare Representative ,4,Unknown,7,No,13,3,3,Full Time,9.0,2,Alto,6,1,3,57310.0,Yes,4775.83
1008,29,No,travel_rarely,6,3,Life Sciences,4,M,2,1, Research Scientist ,3,Married,1,No,13,3,3,Part Time,4.0,0,Alto,4,2,2,25390.0,Yes,2115.83
1009,37,No,travel_frequently,4,4,Other,4,M,2,1, Laboratory Technician ,4,Married,1,Unknown,13,3,2,Part Time,2.0,2,Muy alto,2,2,2,23760.0,Yes,1980.0
1010,58,No,Unknown,4,4,Life Sciences,4,F,3,5, Manager ,1,Divorced,4,No,13,3,4,Full Time,28.0,2,Alto,5,4,2,191324.62,Yes,15943.72
1011,47,No,Unknown,7,3,Medical,1,F,3,1, Research Scientist ,3,Unknown,4,Yes,19,3,3,Part Time,11.32,2,Unknown,3,0,2,28111.13,Yes,2342.59
1012,22,No,travel_rarely,3,3,Life Sciences,1,M,2,1, Laboratory Technician ,3,Single,1,Unknown,12,3,1,Part Time,2.0,2,Medio,2,1,2,28111.13,Yes,2342.59
1013,52,No,travel_frequently,2,3,Life Sciences,4,F,3,4, Manager ,1,Unknown,2,No,22,4,3,Full Time,11.32,3,Unknown,2,2,2,153407.07,Yes,12783.92
1014,48,No,Unknown,15,2,Life Sciences,4,M,3,5, Research Director ,2,Unknown,5,Unknown,11,3,1,Full Time,25.0,2,Alto,4,0,3,190810.0,Yes,15900.83
1015,34,No,Unknown,13,3,Other,3,F,2,1, Laboratory Technician ,2,Married,1,No,20,4,3,Part Time,2.0,2,Alto,2,2,2,27430.0,Yes,2285.83
1016,37,No,Unknown,8,2,Life Sciences,3,F,2,3, Sales Executive ,4,Married,4,Unknown,11,3,2,Part Time,16.0,6,Medio,13,4,12,100071.84,No,8339.32
1017,31,No,Unknown,1,3,Life Sciences,1,F,3,1, Research Scientist ,4,Divorced,1,No,15,3,1,Full Time,3.0,5,Unknown,3,1,2,37600.0,Yes,3133.33
1018,23,Yes,travel_frequently,10,2,Life Sciences,1,F,2,1, Laboratory Technician ,3,Unknown,1,Unknown,20,4,3,Unknown,2.0,2,Mal,2,2,2,65245.88,Yes,5437.16
1019,36,No,travel_rarely,2,3,Marketing,3,F,3,2, Sales Executive ,1,Unknown,0,Unknown,12,3,4,Part Time,4.0,3,Alto,3,0,2,45380.0,Yes,3781.67
1020,30,No,Unknown,1,4,Medical,4,M,3,1, Laboratory Technician ,3,Single,0,Yes,11,3,3,Part Time,11.32,2,Medio,4,0,2,28111.13,No,2342.59
1021,37,No,travel_rarely,6,1,Life Sciences,3,M,3,1, Research Scientist ,3,Married,0,Yes,14,3,4,Part Time,4.0,3,Alto,3,2,2,28111.13,No,2342.59
1022,30,No,travel_frequently,2,3,Life Sciences,4,M,2,1, Laboratory Technician ,4,Married,1,Unknown,12,3,2,Full Time,11.32,2,Alto,2,2,2,38670.0,No,3222.5
1023,30,No,travel_rarely,1,3,Technical Degree,4,M,3,1, Research Scientist ,1,Single,2,Unknown,11,3,2,Part Time,5.0,2,Medio,3,1,2,20800.0,No,1733.33
1024,27,No,Unknown,1,3,Medical,4,F,3,1, Research Scientist ,2,Single,1,Unknown,18,3,4,Part Time,11.32,3,Medio,2,2,1,20960.0,No,1746.67
1025,60,No,Unknown,23,4,Life Sciences,1,M,3,1, Research Scientist ,3,Unknown,1,Unknown,12,3,4,Part Time,11.32,3,Alto,2,2,2,28111.13,Yes,2342.59
1026,41,Yes,Unknown,23,3,Medical,3,M,3,1, Research Scientist ,1,Single,0,Unknown,13,3,1,Full Time,6.0,2,Alto,5,0,3,39040.0,No,3253.33
1027,32,No,travel_rarely,6,3,Technical Degree,1,F,2,2, Laboratory Technician ,4,Married,0,No,12,3,1,Unknown,10.0,6,Alto,9,6,7,46270.0,Yes,3855.83
1028,52,No,Unknown,7,3,Life Sciences,4,F,3,4, Research Director ,1,Married,4,Unknown,11,3,2,Full Time,11.32,2,Unknown,3,1,2,153407.07,Yes,12783.92
1029,43,No,Unknown,10,2,Medical,3,M,1,2, Sales Executive ,2,Single,1,No,13,3,1,Part Time,19.0,4,Alto,19,11,9,53914.11,Yes,4492.84
1030,33,Yes,Unknown,1,3,Life Sciences,4,F,3,1, Sales Representative ,2,Unknown,1,Yes,11,3,1,Part Time,11.32,2,Muy alto,3,2,2,23020.0,No,1918.33
1031,46,Yes,Unknown,3,3,Life Sciences,1,M,3,1, Laboratory Technician ,1,Unknown,4,No,12,3,3,Unknown,10.0,4,Muy alto,3,1,2,65245.88,Yes,5437.16
1032,42,No,non-travel,16,2,Life Sciences,3,M,3,1, Research Scientist ,3,Divorced,9,No,16,3,2,Unknown,6.0,0,Alto,4,0,0,65245.88,Yes,5437.16
1033,27,No,travel_rarely,19,1,Medical,4,M,3,1, Laboratory Technician ,4,Married,3,Unknown,11,3,3,Part Time,11.32,6,Medio,3,1,2,28111.13,No,2342.59
1034,42,No,travel_rarely,1,4,Life Sciences,2,M,3,1, Laboratory Technician ,2,Unknown,3,No,22,4,3,Part Time,7.0,3,Alto,4,0,3,28111.13,Yes,2342.59
1035,53,No,travel_rarely,11,2,Technical Degree,4,F,2,4, Manufacturing Director ,2,Unknown,3,No,16,3,2,Full Time,11.32,1,Medio,5,0,3,153407.07,Yes,12783.92
1036,29,No,travel_frequently,2,1,Life Sciences,4,M,1,2, Sales Executive ,4,Single,3,No,20,4,2,Part Time,11.32,3,Alto,6,0,0,50710.0,No,4225.83
1037,37,Yes,Unknown,18,4,Marketing,4,F,3,2, Sales Executive ,3,Married,0,Unknown,18,3,3,Part Time,5.0,0,Medio,4,3,2,53914.11,Yes,4492.84
1038,40,No,Unknown,7,3,Life Sciences,4,M,4,1, Research Scientist ,3,Divorced,1,No,11,3,4,Part Time,4.0,2,Alto,4,0,3,28111.13,Yes,2342.59
1039,33,Yes,Unknown,22,4,Life Sciences,4,M,3,2, Manufacturing Director ,3,Married,1,Unknown,15,3,4,Part Time,10.0,3,Medio,10,6,7,53914.11,Yes,4492.84
1040,53,No,Unknown,2,3,Life Sciences,2,M,3,3, Sales Executive ,2,Unknown,2,Unknown,11,3,2,Unknown,14.0,5,Alto,4,3,2,65245.88,Yes,5437.16
1041,43,No,Unknown,22,3,Life Sciences,4,F,3,2, Research Scientist ,4,Unknown,3,Unknown,14,3,1,Full Time,12.0,4,Medio,6,3,3,54670.0,No,4555.83
1042,34,No,Unknown,2,1,Marketing,3,M,3,2, Sales Executive ,2,Married,0,Yes,13,3,1,Part Time,4.0,3,Medio,3,1,2,53914.11,Yes,4492.84
1043,27,No,travel_rarely,18,1,Life Sciences,1,M,4,2, Sales Executive ,3,Married,2,No,11,3,2,Unknown,6.0,3,Medio,3,1,2,65245.88,No,5437.16
1044,29,No,Unknown,10,3,Marketing,4,F,2,2, Sales Executive ,4,Married,1,Yes,11,3,4,Full Time,11.32,3,Alto,6,4,4,57690.0,Yes,4807.5
1045,29,Yes,travel_rarely,7,4,Life Sciences,4,F,3,1, Research Scientist ,3,Single,1,Yes,13,3,4,Part Time,8.0,2,Alto,8,7,7,23940.0,Yes,1995.0
1046,39,No,Unknown,11,3,Medical,1,F,3,1, Laboratory Technician ,3,Single,4,No,18,3,1,Full Time,8.0,6,Alto,3,0,2,36290.0,Yes,3024.17
1047,37,No,travel_frequently,18,2,Life Sciences,3,M,3,3, Manufacturing Director ,4,Unknown,2,No,11,3,3,Part Time,10.0,2,Alto,2,2,2,93620.0,Yes,7801.67
1048,27,No,Unknown,1,3,Life Sciences,1,M,3,1, Laboratory Technician ,4,Unknown,4,No,11,3,2,Full Time,7.0,2,Medio,3,0,2,32290.0,Yes,2690.83
1049,32,No,Unknown,7,4,Marketing,4,F,3,2, Sales Executive ,1,Divorced,7,No,14,3,2,Part Time,11.32,3,Alto,3,0,2,53914.11,Yes,4492.84
1050,33,No,Unknown,8,5,Life Sciences,1,F,3,4, Research Director ,2,Unknown,3,No,11,3,3,Full Time,11.32,3,Muy alto,3,1,0,164220.0,Yes,13685.0
1051,38,No,Unknown,16,4,Marketing,3,F,2,2, Sales Executive ,1,Unknown,4,No,13,3,1,Unknown,11.0,3,Medio,3,0,2,65245.88,No,5437.16
1052,27,Yes,travel_rarely,9,2,Life Sciences,1,M,2,1, Sales Representative ,1,Unknown,3,No,12,3,1,Full Time,6.0,2,Alto,3,2,2,44000.0,Yes,3666.67
1053,58,No,Unknown,1,2,Life Sciences,1,F,3,1, Research Scientist ,1,Unknown,2,Unknown,22,4,4,Part Time,5.0,3,Muy alto,3,1,0,20660.0,Yes,1721.67
1054,43,No,Unknown,5,5,Medical,2,M,4,1, Research Scientist ,3,Unknown,2,Unknown,12,3,1,Part Time,7.0,5,Unknown,4,0,3,28111.13,Yes,2342.59
1055,33,No,travel_rarely,8,2,Life Sciences,4,F,4,1, Human Resources ,2,Unknown,9,No,18,3,4,Part Time,8.0,3,Alto,3,0,2,28111.13,Yes,2342.59
1056,33,Yes,travel_frequently,2,3,Life Sciences,2,M,3,1, Laboratory Technician ,4,Unknown,6,Unknown,13,3,3,Part Time,7.0,2,Mal,2,2,2,28111.13,Yes,2342.59
1057,50,No,Unknown,7,3,Marketing,3,M,3,2, Sales Executive ,1,Divorced,4,No,11,3,1,Unknown,11.32,3,Alto,2,2,2,65245.88,No,5437.16
1058,36,Yes,Unknown,9,4,Life Sciences,1,F,3,1, Human Resources ,3,Married,1,No,15,3,4,Unknown,2.0,0,Alto,2,2,2,65245.88,No,5437.16
1059,46,No,Unknown,5,3,Life Sciences,3,M,2,1, Laboratory Technician ,3,Single,3,Unknown,14,3,4,Unknown,7.0,5,Alto,5,0,3,65245.88,No,5437.16
1060,51,No,travel_rarely,5,4,Life Sciences,1,M,3,2, Healthcare Representative ,3,Married,2,No,14,3,2,Full Time,20.0,0,Medio,3,1,2,66510.0,Yes,5542.5
1061,46,No,Unknown,20,3,Life Sciences,4,M,3,1, Research Scientist ,2,Unknown,1,Unknown,13,3,3,Full Time,6.0,3,Medio,5,1,3,34200.0,No,2850.0
1062,30,Yes,Unknown,1,3,Life Sciences,1,M,3,1, Sales Representative ,3,Married,3,Unknown,15,3,4,Full Time,5.0,3,Muy alto,3,1,2,29090.0,No,2424.17
1063,46,No,travel_frequently,2,1,Life Sciences,2,M,3,3, Manufacturing Director ,3,Single,5,Unknown,18,3,2,Unknown,16.0,2,Medio,2,2,2,65245.88,Yes,5437.16
1064,57,No,travel_rarely,4,4,Life Sciences,4,M,3,2, Healthcare Representative ,3,Married,0,Unknown,16,3,2,Part Time,4.0,2,Alto,3,1,2,53914.11,Yes,4492.84
1065,30,No,travel_frequently,7,3,Life Sciences,3,M,3,2, Sales Executive ,1,Single,0,Unknown,14,3,4,Part Time,5.0,5,Alto,4,1,3,48980.0,Yes,4081.67
1066,51,No,travel_rarely,7,2,Medical,4,F,2,2, Laboratory Technician ,1,Married,4,Unknown,25,4,1,Part Time,10.0,3,Alto,3,1,2,53914.11,Yes,4492.84
1067,31,No,travel_frequently,2,1,Life Sciences,4,F,3,1, Laboratory Technician ,2,Unknown,0,No,13,3,3,Full Time,11.32,3,Alto,3,0,2,31800.0,No,2650.0
1068,34,No,Unknown,10,3,Life Sciences,3,M,3,3, Manager ,4,Unknown,2,Unknown,25,3,2,Full Time,10.0,5,Muy alto,5,0,0,112440.0,Yes,9370.0
1069,33,Yes,travel_frequently,3,3,Life Sciences,4,F,3,1, Research Scientist ,3,Unknown,1,No,12,3,1,Part Time,7.0,2,Unknown,7,7,7,28111.13,Yes,2342.59
1070,42,No,Unknown,7,2,Life Sciences,4,M,3,2, Healthcare Representative ,4,Divorced,3,Unknown,18,3,3,Unknown,8.0,2,Alto,2,2,2,65245.88,No,5437.16
1071,38,No,travel_rarely,2,4,Life Sciences,3,M,3,1, Sales Representative ,4,Unknown,3,Yes,21,4,4,Part Time,7.0,3,Medio,3,1,2,28111.13,No,2342.59
1072,35,No,Unknown,8,4,Life Sciences,1,M,3,2, Sales Executive ,1,Unknown,2,No,13,3,4,Full Time,11.32,6,Mal,2,2,2,63920.0,No,5326.67
1073,32,No,Unknown,7,4,Life Sciences,1,M,3,3, Sales Executive ,2,Married,3,Unknown,12,3,2,Unknown,9.0,3,Alto,4,1,3,65245.88,Yes,5437.16
1074,40,Yes,travel_rarely,2,3,Medical,3,M,3,2, Manufacturing Director ,2,Married,4,Unknown,11,3,1,Unknown,11.32,2,Alto,5,1,4,65245.88,No,5437.16
1075,50,No,travel_rarely,15,4,Life Sciences,3,F,3,1, Research Scientist ,1,Married,8,Unknown,12,3,4,Part Time,11.32,3,Medio,8,7,6,28111.13,Yes,2342.59
1076,36,No,Unknown,1,4,Life Sciences,2,M,3,2, Research Scientist ,4,Unknown,9,No,17,3,2,Part Time,11.32,3,Medio,2,2,1,53914.11,Yes,4492.84
1077,40,No,travel_rarely,16,3,Life Sciences,2,F,3,2, Sales Executive ,2,Single,2,No,12,3,2,Part Time,8.0,5,Muy alto,3,1,2,53914.11,No,4492.84
